tic	at
HTLD	525.6660
HTLD	467.7370
HTLD	724.8410
CERN	1880.9880
CERN	2148.5670
CERN	2422.7900
CERN	3000.3580
CERN	3704.4680
CERN	4098.3640
BPTR	21.8050
NLCI	113.1480
NLCI	119.5750
NLCI	134.3960
LMEFF	3.6580
LMEFF	3.4100
LMEFF	7.0790
LMEFF	5.0910
LMEFF	4.9910
LMEFF	4.5180
ZQKSQ	2170.2650
ZQKSQ	1852.6080
ZQKSQ	1696.1210
ZQKSQ	1764.2230
ZQKSQ	1718.2400
ZQKSQ	1620.4700
ICAD	73.1900
ICAD	73.4120
ICAD	94.0310
ICAD	51.7610
ICAD	59.9930
ICAD	58.9160
FPWBQ	37.3250
SCIE	7.2360
SCIE	8.1060
SCIE	7.0500
SCIE	3.3470
SCIE	2.4130
SCIE	2.3300
CMVT	3748.2680
CMVT	3101.2110
CMVT	2813.9220
CMVT	2649.1740
FOXA	62308.0000
FOXA	53121.0000
FOXA	54384.0000
FOXA	61980.0000
FOXA	56663.0000
FOXA	50944.0000
SPFF
SPFF
PFXF
PFXF

SUN
SUN	202.5870
SUN	231.3160
SUN	355.8000
SUN	390.0840
AGMNF
AGMNF	0.3680
AGMNF	0.1530
AXLL	1610.4010
AXLL	1604.6400
AXLL	1665.7010
AXLL	1644.2110
AXLL	1801.3150
AXLL	5877.2000
MKL	9477.6900
MKL	9477.6900
MKL	10241.8960
MKL	10241.8960
MKL	10825.5890
MKL	10825.5890
MKL	11532.1030
MKL	11532.1030
MKL	12556.5880
MKL	12556.5880
MKL	23955.5110
MKL	23955.5110
OSUR	131.9180
OSUR	126.9910
OSUR	122.5200
OSUR	127.8610
OSUR	191.7250
OSUR	184.2450
FRPH	262.0400
FRPH	256.8540
FRPH	257.7120
FRPH	266.3900
FRPH	275.7050
FRPH	287.0930
DWAS
DWAS
GDAY
GDAY
CROC
CROC
ATKR1	1399.0000
ATKR1	1329.0000
ATKR1	1324.0000
RGRX	5.9230
RGRX	4.5840
RGRX	4.2280
RGRX	0.3840
RGRX	0.3570
RGRX	0.0430
PLXS	992.2300
PLXS	1022.6720
PLXS	1290.3790
PLXS	1304.5250
PLXS	1408.1990
PLXS	1447.6840
LECT.1	0.5240
LECT.1	16.8080
LECT.1	10.1430
ARG	4399.5370
ARG	4495.9320
ARG	4935.8810
ARG	5320.5850
ARG	5618.2250
ARG	5793.3140
IOT	115.5530
IOT	115.6650
IOT	117.0870
IOT	108.0410
IOT	109.5060
IOT	93.8130
CDZI	47.4120
CDZI	50.3190
CDZI	48.9360
CDZI	57.9980
CDZI	50.5180
CDZI	64.1740
IMKTA	1375.0040
IMKTA	1517.6090
IMKTA	1529.3000
IMKTA	1618.3500
IMKTA	1642.1090
IMKTA	1669.3280
SHOS
SHOS
SHOS	641.4410
SHOS	651.8380
SHOS	785.8030
SHOS	847.1850


KRFT	21598.0000
KRFT	21539.0000
KRFT	23329.0000
KRFT	23148.0000
MHED
MHED
MHED	2466.0000
MHED	2442.0000
MHED
MHED
WMM.
WMM.	5.7560
WMM.	5.7270
FH
FH	157.7860
FH	123.8100
AWGI
AWGI	0.2170
AWGI	0.2690
STTX	2.8990
STTX	3.0570
BLD.2	159.6580
BLD.2	128.0050
BLD.2	119.2920
BLD.2	119.1220
HUSE
HUSE
EGAS	75.8190
EGAS	78.6260
EGAS	137.7280
EGAS	156.4110
EGAS	174.4630
EGAS	203.7440
GASEE
GASEE	1.2690
DNAD	0.0070
DNAD	0.0680
JOY	2644.3130
JOY	3008.2790
JOY	3284.0410
JOY	5426.3540
JOY	6142.5030
JOY	5789.5820
NWK	133.4330
NWK	117.6860
NWK	89.3710
NWK	55.8190
SYNO	97.4010
SYNO	93.7200
SYNO	97.4820
SYNO	105.9350
SEMUF	1468.6190
SEMUF	1652.5060
SEMUF	1524.8830
SEMUF	1974.6850
SEMUF	2665.0590
SEMUF	2820.7950
CSH	1186.5100
CSH	1269.6550
CSH	1427.1860
CSH	1674.2490
CSH	1818.2580
CSH	2081.7410
ONDOF	947.5930
ONDOF	1068.0080
ONDOF	1299.4220
NDP	418.9140
SNV	35786.2690
SNV	35786.2690
SNV	32831.4180
SNV	32831.4180
SNV	30093.1480
SNV	30093.1480
SNV	27162.8450
SNV	27162.8450
SNV	26760.0120
SNV	26760.0120
SNV	26201.6040
SNV	26201.6040
EPGRQ	162.0130
EPGRQ	42.7470
RDNT	495.5720
RDNT	480.6710
RDNT	539.5140
RDNT	619.1880
RDNT	715.1190
RDNT	722.5760
SMS.	0.1070
SMS.	8.3780
SMS.	38.5300
JACK	1498.4180
JACK	1455.9100
JACK	1407.0920
JACK	1432.3220
JACK	1463.7250
JACK	1319.2090
RCHA
RCHA	0.0150
NHP	3458.1250
NHP	3458.1250
NHP	3647.0750
NHP	3647.0750
NHP	4092.6240
NHP	4092.6240
HCP	11849.8260
HCP	11849.8260
HCP	12209.7350
HCP	12209.7350
HCP	13331.9230
HCP	13331.9230
HCP	17408.4750
HCP	17408.4750
HCP	19915.5550
HCP	19915.5550
HCP	20075.8700
HCP	20075.8700
EEI	75.6020
EEI	77.6550
EEI	79.9590
EEI	94.2680
EEI	97.5120
EEI	81.6820
5872B	34.1120
5872B	24.4690
5872B	23.3550
GPKUF	2.3310
GPKUF	4.9610
GPKUF	9.8120
GPKUF	7.1860
GPKUF	4.7360
GPKUF	1.6210
CMO	7729.3620
CMO	7729.3620
CMO	8628.9030
CMO	8628.9030
CMO	8999.3620
CMO	8999.3620
CMO	12844.6220
CMO	12844.6220
CMO	14469.2630
CMO	14469.2630
CMO	14015.9680
CMO	14015.9680
ICAGY	14997.8400
ICAGY	16214.0920
ICAGY	16857.3180
ICAGY	25625.5670
ICAGY	26157.0680
ICAGY	28628.6280
PARL	136.7040
PARL	114.3320
PARL	112.7060
ADGI	103.6990
ADGI	100.6290
ADGI	49.7490
OCLG	0.2400
OCLG	0.0210
OCLG	0.0190
OCLG	0.0150
OCLG	0.0060
OCLG	2.0340
TGE	85.0910
TGE	86.0500
TGE	87.6150
TGE	99.8810
TGE	142.0280
TGE	98.3020
SOTK	4.6890
SOTK	5.1760
SOTK	7.9390
SOTK	9.4780
SOTK	9.0660
SOTK	9.7790
CYTR	28.3240
CYTR	35.2770
CYTR	36.6970
CYTR	37.8540
CYTR	40.2320
CYTR	41.5000
AIZY	33.5820
AIZY	32.1890
EACO.1	12.2660
EACO.1	11.9530
CCAA	0.0300
CCAA	0.0140
CCAA	0.0040
CCAA	0.0000
CCAA	0.0000
CCAA	0.0000
CDR	1727.1280
CDR	1727.1280
CDR	1785.1180
CDR	1785.1180
CDR	1622.4870
CDR	1622.4870
CDR	1512.1630
CDR	1512.1630
CDR	1369.9030
CDR	1369.9030
CDR	1331.9260
CDR	1331.9260
PLAB	758.0070
PLAB	663.6560
PLAB	703.8790
PLAB	817.8540
PLAB	849.2340
PLAB	885.9290
3JNZZ
ICCC	10.1280
ICCC	9.9850
ICCC	10.7510
ICCC	10.9910
ICCC	11.0300
ICCC	10.9610
REPR	2.3100
REPR	2.9880
REPR	3.4350
REPR	4.8050
REPR	5.5920
REPR	6.2090
MESAQ	959.2050

HJOE	3.9620
HJOE	2.0350
HJOE	0.3580
HJOE	0.0050
BARA	1.9630
BARA	9.0360
BARA	10.6920
BARA	11.4000
BARA	3.1420
BARA	0.0380
GLGDF	22.4390
GLGDF	96.0400
GLGDF	112.4490
RCPI	12.2520
RCPI	15.2340
RCPI	20.2850
RCPI	17.0770
RCPI	31.9240
RCPI	10.9520
CFNB	386.5940
CFNB	488.9720
CFNB	453.6020
CFNB	524.4150
CFNB	486.1710
CFNB	558.9030
BHP	75889.0000
BHP	78770.0000
BHP	88852.0000
BHP	102891.0000
BHP	129273.0000
BHP	138109.0000
CMPD	1.3100
CMPD	1.0070
CMPD	0.7410
CMPD	0.5960
SAFM	681.1580
SAFM	636.1760
SAFM	841.6200
SAFM	948.5210
SAFM	896.4530
SAFM	924.6450
CHHP	283.9150
CHHP	299.4590
CHHP	251.2930
PGR	18250.5000
PGR	18250.5000
PGR	20049.3000
PGR	20049.3000
PGR	21150.3000
PGR	21150.3000
PGR	21844.8000
PGR	21844.8000
PGR	22694.7000
PGR	22694.7000
PGR	24408.2000
PGR	24408.2000
RLI	2419.4010
RLI	2419.4010
RLI	2538.6530
RLI	2538.6530
RLI	2514.5920
RLI	2514.5920
RLI	2695.1700
RLI	2695.1700
RLI	2644.6320
RLI	2644.6320
RLI	2740.3100
RLI	2740.3100
3HDHL	17.1070
3HDHL	17.0230
WEC2	8775.4000
WEC2	8871.2000
WEC2	10170.7000
WEC2	11661.3000
WEC2	12022.6000
WEC2	12285.6000
VOXX	461.2960
VOXX	488.9780
VOXX	501.0970
VOXX	634.1790
VOXX	829.2720
VOXX	747.1500

BNTRF	25.0690
BNTRF	31.8710
BNTRF
BNTRF	18.0540
ISYG
ISYG	0.3530
ISYG	0.1890
NAKD
NAKD	0.9880
NAKD	0.9730
NDCP	1.1180
NDCP	0.5500
NDCP	0.1130
GNCMA	1335.3010
GNCMA	1418.3970
GNCMA	1351.7600
GNCMA	1448.9040
GNCMA	1506.5220
GNCMA	2011.8070
SKS	2165.0080
SKS	2135.7010
SKS	2143.1000
SKS	2128.4650
SKS	2090.2470
DXLG	201.2310
DXLG	181.0390
DXLG	182.6130
DXLG	233.7210
DXLG	245.9450
DXLG	237.3810
NWBD	6.2620
NWBD	6.5440
ASM	20.1260
ASM	19.2060
ASM	27.0490
ASM	26.1360
ASM	26.1920
ASM	34.5520
CCC	387.5960
CCC	425.7180
CCC	501.5630
CCC	552.9900
CCC	577.7690
CCC	590.0780
SWTX	37.2850
SWTX	38.9110
SWTX	50.5900
CDNS	1678.7140
CDNS	1410.5870
CDNS	1732.1160
CDNS	1761.2690
CDNS	2287.0030
CDNS	2428.6010
TMSG	9.7810
TMSG	9.8300
TMSG	8.2780
TMSG	8.5100
BRK1	41441.0000
BRK1	44684.0000
BRK1	45668.0000
BRK1	47718.0000
BRK1	52467.0000
BRK1	70000.0000
BRK2
BRK2	9908.0000
BRK2	10310.0000
BRK2	11605.0000
BRK2	12530.0000
BRK2	13167.0000
BRY	2542.3830
BRY	2240.1350
BRY	2838.6160
BRY	2734.9520
BRY	3325.4020
BDCO.1	9.2760
BDCO.1	5.6310
BDCO.1	5.9820
LVLT	9638.0000
LVLT	9062.0000
LVLT	8355.0000
LVLT	13188.0000
LVLT	13307.0000
LVLT	12874.0000
XETA	66.3930
XETA	47.8080
XETA	58.3650
OPY	1529.5840
OPY	1529.5840
OPY	2203.3830
OPY	2203.3830
OPY	2620.0340
OPY	2620.0340
OPY	3527.4390
OPY	3527.4390
OPY	2678.0200
OPY	2678.0200
OPY	2952.7200
OPY	2952.7200
GVHIB	0.0150
GVHIB	0.2800
PED
PED	11.1470
PED	25.8010
3KMKCF	130.2990
3KMKCF	137.0370
MMTC	0.5940
MMTC	0.1700
MMTC	0.2880
MMTC	0.0850
MMTC	0.2850
MMTC	0.1850
EBIX	141.1670
EBIX	262.1670
EBIX	303.3000
EBIX	411.1820
EBIX	516.9460
EBIX	553.8640
BCAS	4.0120
3SNGX	3.3630
3SNGX	9.3840
3SNGX	9.2690
3SNGX	8.2240
3SNGX	4.7050
3SNGX	8.2650
CCL	33400.0000
CCL	36835.0000
CCL	37490.0000
CCL	38637.0000
CCL	39161.0000
CCL	40104.0000
DRJ	58.9230
DRJ	55.4020
DRJ	66.7050
DRJ	84.2300
DRE	7690.8830
DRE	7690.8830
DRE	7304.2790
DRE	7304.2790
DRE	7644.2760
DRE	7644.2760
DRE	7004.4370
DRE	7004.4370
DRE	7560.1010
DRE	7560.1010
DRE	7752.6140
DRE	7752.6140
GNTRF	17.5210
GNTRF	17.8260
GNTRF	41.2160
GNTRF	40.1100
GNTRF	46.8300
GNTRF	48.7420
BWLR	495.2110
BWLR	595.2510
BWLR	731.3560
3CALVF	23.2980
3CALVF	22.0900
3CALVF	27.4880
3CALVF	52.4020
3CALVF	71.8270
3CALVF	69.6020
BPL	3034.4100
BPL	3255.6490
BPL	3574.2160
BPL	5570.3760
BPL	5981.0090
BPL	7005.5630
HKFIQ	164.6740
HKFIQ	148.5460
HKFIQ	140.9230
HKFIQ	146.3870
HKFIQ	150.5320
HKFIQ	155.0720



WWAV	2108.6850
WWAV	2168.0110
WWAV	2283.1840
NNUTU	47.6470
NNUTU	47.1310
NNUTU	58.1590
NNUTU	57.0430
NNUTU	56.3410
NNUTU	54.7240
TBL	849.3990
TBL	859.9070
TBL	892.3590
WSCRF	0.2510
WSCRF	0.1840
WSCRF	1.3640
WSCRF	6.1100
WSCRF	9.0100
WSCRF	18.7160
MBI	29657.0740
MBI	29657.0740
MBI	25684.6990
MBI	25684.6990
MBI	32279.0110
MBI	32279.0110
MBI	26873.0000
MBI	26873.0000
MBI	21724.0000
MBI	21724.0000
MBI	16953.0000
MBI	16953.0000
BDN	4737.6900
BDN	4737.6900
BDN	4663.7500
BDN	4663.7500
BDN	4690.3780
BDN	4690.3780
BDN	4557.7180
BDN	4557.7180
BDN	4506.7090
BDN	4506.7090
BDN	4765.0950
BDN	4765.0950
MIDD	654.4980
MIDD	816.3460
MIDD	873.1720
MIDD	1146.5120
MIDD	1244.2800
MIDD	1819.2060
EQC	6016.0990
EQC	6016.0990
EQC	6121.3210
EQC	6121.3210
EQC	6588.5200
EQC	6588.5200
EQC	7447.0260
EQC	7447.0260
EQC	8189.6340
EQC	8189.6340
EQC	6646.4340
EQC	6646.4340
UHT	221.0560
UHT	221.0560
UHT	228.8250
UHT	228.8250
UHT	216.1350
UHT	216.1350
UHT	370.9290
UHT	370.9290
UHT	383.0380
UHT	383.0380
UHT	373.1450
UHT	373.1450
CPSH	8.3670
CPSH	9.2300
CPSH	10.6110
CPSH	11.3340
CPSH	10.3490
CPSH	11.1400
ZNT	2520.7830
ZNT	2520.7830
ZNT	2438.2440
ZNT	2438.2440
CELG	4445.2700
CELG	5389.3110
CELG	10177.1620
CELG	10005.9100
CELG	11734.3060
CELG	13378.2000
CRMT	219.6240
CRMT	251.2720
CRMT	276.4090
CRMT	310.9400
CRMT	358.2650
CRMT	363.2970
ABMD	135.9580
ABMD	129.5700
ABMD	131.5880
ABMD	153.9110
ABMD	169.9990
ABMD	205.4070
CNMD	931.6610
CNMD	958.4130
CNMD	985.7730
CNMD	935.5940
CNMD	1084.4620
CNMD	1090.5080
EDAC	31.4640
EDAC	56.1270
EDAC	61.4040
EDAC	66.0530
EDAC	102.1220
GRST	0.0010
GRST	0.0060
GRST	0.4950
GRST	0.9310
GRST	1.1240
GRST	1.1930
KORIY	1974.1280
XIDEQ	1900.1870
XIDEQ	1956.2260
XIDEQ	2183.6640
XIDEQ	2194.9860
XIDEQ	2004.4300
XIDEQ	2032.7880
NLMP	9.6550
TIF	3102.2830
TIF	3488.3600
TIF	3735.6690
TIF	4158.9920
TIF	4630.8500
TIF	4752.3510
NHLD	24.4770
NHLD	21.6420
NHLD	17.3800
NHLD	16.3610
NHLD	16.5890
NHLD	29.5110
QEH
QEH
AIQ	883.7230
AIQ	887.8360
AIQ	816.2010
AIQ	663.0940
AIQ	560.1410
AIQ	489.8470
LVNTA	1917.0000
LVNTA	2070.0000
LVNTA	11296.0000
LVNTA	9984.0000
HBK	335.4430
HBK	335.4430
HBK	318.4680
HBK	318.4680
HBK	331.9620
HBK	331.9620
HBK	302.7690
HBK	302.7690
ETEK
ETEK	0.0860
ANGYF	548.4750
ANGYF	712.4070
ARCW
ARCW	66.6720
TEF	139045.2420
TEF	154987.6810
TEF	172198.4480
TEF	168159.9180
TEF	171118.6780
TEF	163779.9500


LINT.CM
LINT.CM	17339.0000
LINT.CM	26255.0000
LINT.CM	24676.0000
MDIV
MDIV
TDIV
TDIV
XRAY	2830.4000
XRAY	3087.9320
XRAY	3257.9510
XRAY	4755.3980
XRAY	4972.2970
XRAY	5078.0470
UGNEQ	28.6410
UGNEQ	23.9550
UGNEQ	28.4710
UGNEQ	17.6750
UGNEQ	11.3130
IEP	18815.0000
IEP	17930.0000
IEP	21338.0000
IEP	25136.0000
IEP	24556.0000
IEP	31745.0000
FUN	2186.0830
FUN	2145.4390
FUN	2082.4440
FUN	2074.5570
FUN	2019.8650
FUN	2014.6270

6685B	1580.3000
6685B	1779.7000
6685B	2037.6000
6685B	2918.2000
6685B	2472.9000
CBS	26889.3000
CBS	26962.0000
CBS	26142.6000
CBS	26197.0000
CBS	26466.0000
CBS	26387.0000
ASN.2	14375.5410
ZTS
ZTS
ZTS	5284.0000
ZTS	5711.0000
ZTS	6262.0000
ZTS	6558.0000
PMD	12.6280
PMD	10.6020
PMD	11.7660
PMD	13.8010
PMD	14.1210
PMD	16.5500
BBRC
BBRC
EMSO
EMSO
MHGU	32.0330
MHGU	32.0690
MHGU	32.9690
MHGU	43.8340
MHGU	63.3480
MHGU	71.6170
NAMC	17.9250
NAII	47.0100
NAII	36.4390
NAII	36.1480
NAII	41.1440
NAII	47.1970
NAII	46.6400
LABL	258.2080
LABL	285.3420
LABL	411.8290
LABL	809.6540
LABL	839.5500
LABL	964.4660
HRTX	11.8000
HRTX	8.9510
HRTX	2.9110
HRTX	19.4450
HRTX	55.9720
HRTX	75.9370
AIRM	394.9240
AIRM	424.1320
AIRM	723.1100
AIRM	1028.4710
AIRM	1118.8630
AIRM	1252.5410
KOOL	38.2820
KOOL	27.6550
KOOL	24.0300
KOOL	24.3990
KOOL	21.0800
KOOL	18.5290
AFAM	160.7920
AFAM	183.3890
AFAM	220.1270
AFAM	250.8220
AFAM	249.2590
AFAM	352.2730
YYLRA	8.1620
YYLRA	7.5610
FICO	1275.2530
FICO	1303.8880
FICO	1123.7160
FICO	1129.4680
FICO	1158.6110
FICO	1161.5470
RMK.
RMK.	1.6980
RMK.	1.7130
SDNA	0.9960
SDNA	1.1090
SDNA	1.3850
SDNA	1.1260
RGLS	59.7030
RGLS	42.8810
RGLS	103.5180
RGLS	123.0650
TRLA
TRLA
TRLA	15.7100
TRLA	24.1950
TRLA	118.9640
TRLA	655.4090
XHD.
XHD.
CBM	341.0720
CBM	351.5150
CBM	351.7510
CBM	335.7440
CBM	394.4680
CBM	458.0370
CMGE	129.3400
CMGE	151.0080
CMGE	144.0100
CMGE	207.0010
FLTX
FLTX
FLTX	104.3520
FLTX	99.5760
FLTX	210.6250
FLTX	286.5390
TTS
TTS
TTS	108.8900
TTS	119.0050
TTS	176.0740
TTS	242.7690
SMLP
SMLP	340.0950
SMLP	1030.2640
SMLP	1063.5110
SMLP	1639.9150
MPML	1.2930
MPML	1.2240

SVLT	0.0210
SVLT	0.5110
WMIH
WMIH	350.5590
WMIH	339.9160
WMIH	267.6380
JOUT	255.0690
JOUT	210.2820
JOUT	226.7560
JOUT	259.3560
JOUT	263.6320
JOUT	288.3500
GBCS	7.2480
GBCS	7.0260
GBCS	5.2720
GBCS	3.5410
GBCS	3.8460
GBCS	3.2070
NTRC	37.7230
NTRC	10.1520
NTRC	47.4220
BTT
BTT
ANTS	33.4570
ANTS	30.2700
ANTS	29.2000
TIGR	41.3330
TIGR	41.5040
TIGR	40.0380
TIGR	37.8140
TIGR	41.1510
TIGR	41.7390
CMS1	14246.0000
CMS1	14622.0000
CMS1	14839.0000
CMS1	15662.0000
CMS1	16275.0000
CMS1	16179.0000
GDM.3
GDM.3
FGP	1529.2310
FGP	1404.9770
FGP	1442.3510
FGP	1460.5860
FGP	1397.2790
FGP	1356.0280
VGR	717.7120
VGR	735.5420
VGR	949.5950
VGR	927.7680
VGR	1086.7310
VGR	1260.1590
GRYCF	1.7710
GRYCF	5.5560
GRYCF	15.7480
TVA.B	475.4930
TVA.B	485.5230
TVA.B	514.2770
TVA.B	533.8530
TVA.B	501.9710
TVA.B	522.0510
MEOH	2817.9810
MEOH	2923.4170
MEOH	3070.1590
MEOH	3393.5750
MEOH	3544.6220
MEOH	4113.4940
TRAAF	104.8850
TRAAF	99.2520
TRAAF	97.9620
TRAAF	157.1920
TRAAF	210.5080
TRAAF	220.4300
EYC.
EYC.	0.5820
EYC.	0.2740
SCHW	51675.0000
SCHW	51675.0000
SCHW	75431.0000
SCHW	75431.0000
SCHW	92568.0000
SCHW	92568.0000
SCHW	108553.0000
SCHW	108553.0000
SCHW	133637.0000
SCHW	133637.0000
SCHW	143642.0000
SCHW	143642.0000
WRC	1496.0930
WRC	1659.7940
WRC	1653.2720
WRC	1747.8500
EXETF	1805.9820
EXETF	1805.9820
EXETF	1668.0650
EXETF	1668.0650
EXETF	1698.0100
EXETF	1698.0100
EXETF	1830.7040
EXETF	1830.7040
EXETF	1807.9160
EXETF	1849.0880
HUSKF	26522.0000
HUSKF	26295.0000
HUSKF	29133.0000
HUSKF	32426.0000
HUSKF	35140.0000
HUSKF	36904.0000
TORSF	1787.6070
TORSF	1638.4420
TORSF	1573.1990
TORSF	1484.7670
TORSF	1471.2440
TORSF	1348.7120
1641B	6582.9200
1641B	5581.0260
1641B	5532.2820
1641B	5364.7690
1641B	5201.8550
1641B	5300.2410
TGA	228.2380
TGA	228.8820
TGA	341.9010
TGA	525.8060
TGA	653.4250
TGA	675.8000
CAON	0.5090
CAON	0.4280
CAON	0.0100
CAON	0.0040
CAON	0.0040
CAON	0.0030
3QZMRE	0.6130
3QZMRE	0.4240
3QZMRE	0.2640
3QZMRE	0.1040
3QZMRE	2.8210
3QZMRE	2.4700
XRXCF	1656.5930
CLH	898.3360
CLH	1401.0680
CLH	1602.4750
CLH	2085.8030
CLH	3825.8060
CLH	3953.6780
VI	8.0570
VI	51.6000
LOCK
LOCK
LOCK	31.3600
LOCK	42.0600
LOCK	339.5880
LOCK	461.6650
ANFI
ANFI	255.1260
ANFI	232.0530
ANFI	326.5320
ANFI	422.4500
SMEYF
SMEYF	0.6570
SMEYF	8.8010
NAMS

CAME	0.2860
CFPZF	3200.4000
CFPZF	2677.8000
CFPZF	2778.3000
CFPZF	2401.6000
CFPZF	2487.9000
CFPZF	2693.3000
PCAR1	5739.4000
PCAR1	4208.3000
PCAR1	3947.9000
PCAR1	5250.1000
PCAR1	6537.7000
PCAR1	7247.6000
GNA	7270.0550
GNA	6366.9650
CCDBF	1766.6740
CCDBF	1645.4970
CCDBF	1622.4110
CCDBF	1613.4810
CCDBF	1654.0830
CCDBF	2401.6480
MCCK	210.5840
MCCK	208.9490
MCCK	198.3770
MCCK	200.5130
CADNF	4031.0000
CADNF	3792.0000
CADNF	3724.0000
CADNF	3731.0000
CADNF	3694.0000
CADNF	3831.0000
SMT.Z	651.3960
SMT.Z	436.1860
NASGF	187.5460
NASGF	160.8310
NASGF	152.1830
WSC.	42.4320
WSC.	47.4170
WSC.	61.0130
WSC.	63.6170
WSC.	87.3390
BDRBF	21306.0000
BDRBF	21273.0000
BDRBF	23430.0000
BDRBF	23864.0000
BDRBF	25790.0000
BDRBF	29363.0000
AIN	1405.4250
AIN	1344.2570
AIN	1278.2930
AIN	1230.9280
AIN	1156.6970
AIN	1166.8880
BRGYY	36541.6520
BRGYY	42490.1090
BRGYY	50299.0000
BRGYY	61382.0000
BRGYY	65247.0000
BRGYY	65974.0000
AEP10	918.6100
AEP10	976.5050
AEP10	962.7160
AEP10	775.5090
AEP10	760.5300
AEP10	847.4040
VIXH
VIXH
USMD	0.1060
USMD	251.5120
USMD	278.4520
TMG	0.0010
TNT.UN	15.6190
TNT.UN	184.4660
NDZ	1872.0000
NDZ	1626.0000
NDZ	553.9560
NDZ	458.6630
NDZ	428.5810
NDZ	617.0510
4779B	6991.8940
4779B	7168.3750
4779B	8241.1500
4779B	9583.5860
4779B	13042.2430
4779B	13794.7610
CYBE	58.9490
CYBE	51.1370
CYBE	58.2340
CYBE	62.9160
CYBE	53.6200
CYBE	44.5750
FKWL	11.2410
FKWL	13.8580
FKWL	25.8950
FKWL	24.1710
FKWL	31.8710
FKWL	23.1600
MITK	2.7810
MITK	1.6010
MITK	3.0080
MITK	19.8520
MITK	16.7230
MITK	32.8530
MSHFQ
MSHFQ	1.3670
MSHFQ	2.9930
AMIVF	89.6510
AMIVF	158.8160
AMIVF	212.6030
AMIVF	281.9810
FFEDQ	7450.5860
FFEDQ	7450.5860
SILU	384.2550
SILU	298.4000
SILU	250.9660
SILU	252.8210
SILU	232.7040
UMEWF
UMEWF	21.1360
UMEWF	2.0030
SAN	1460982.1540
SAN	1460982.1540
SAN	1591610.8190
SAN	1591610.8190
SAN	1615501.6560
SAN	1615501.6560
SAN	1623604.6800
SAN	1623604.6800
SAN	1674131.4810
SAN	1674131.4810
SAN	1537237.6000
SAN	1537237.6000
TEAM.1	167.3630
TEAM.1	122.5200
DISK	84.7130
DISK	67.3970
DISK	73.7120
DISK	75.7420
AREM	2.9460
AREM	3.2940
AREM	7.2470
AREM	1.4320
PPL7	10576.0000
PPL7	11019.0000
PPL7	12350.0000
MNI	3522.2060
MNI	3302.8990
MNI	3136.3590
MNI	3040.0590
MNI	3005.1310
MNI	2617.6350
LDR	118.6900
LDR	125.2050
LDR	150.6960
LDR	168.6560
LDR	302.1250
LDR	276.8330
SEV	19.7550
SEV	16.8100
SEV	19.8840
SEV	22.9470
SEV	23.5610
SEV	23.3600
FULT	16185.1060
FULT	16185.1060
FULT	16635.6350
FULT	16635.6350
FULT	16275.2540
FULT	16275.2540
FULT	16370.5080
FULT	16370.5080
FULT	16528.1530
FULT	16528.1530
FULT	16934.6340
FULT	16934.6340
ACO	744.5800
ACO	734.2600
ACO	799.0930
ACO	849.1420
ACO	910.6000
ACO	878.7000
GPRO.2	869.5310
GPRO.2	1138.5670
GPRO.2	1167.7970
GPRO.2	1045.4480
GANS	239.4830
GANS	241.9020
CBCGQ	25816.3060
CBCGQ	25816.3060
BXS	13480.2180
BXS	13480.2180
BXS	13167.8670
BXS	13167.8670
BXS	13615.0100
BXS	13615.0100
BXS	12995.8510
BXS	12995.8510
BXS	13397.1980
BXS	13397.1980
BXS	13029.7330
BXS	13029.7330
FAST	1304.1490
FAST	1327.3580
FAST	1468.2830
FAST	1684.9480
FAST	1815.8320
FAST	2075.7840
FTDL	11.3560
FTDL	8.3660
FTDL	4.9550
FTDL	3.8760
TATT	135.9300
TATT	124.4910
TATT	121.4270
TATT	115.3180
TATT	107.5110
TATT	108.8800
GORV	0.0370
GORV	0.6630
GORV	49.6400
GORV	46.5010
GORV	5.6980
GORV	1.2010
SLGLF	3.3140
SLGLF	3.1450
SLGLF	2.4840
WGNR	13.2130
WGNR	9.5420
WGNR	8.3620
WGNR	7.2850
WGNR
WGNR	2.4950
WABC	4032.9340
WABC	4032.9340
WABC	4975.5010
WABC	4975.5010
WABC	4931.5240
WABC	4931.5240
WABC	5042.1610
WABC	5042.1610
WABC	4952.1930
WABC	4952.1930
WABC	4847.0550
WABC	4847.0550
OMAG	0.1180
OMAG	0.1780
OMAG	0.1680
OMAG	0.2700
OMAG	0.2470
OMAG	0.0710
MXIM	3708.3900
MXIM	3081.7750
MXIM	3482.3250
MXIM	3527.7430
MXIM	3737.9460
MXIM	3935.9100
SNKTY.1	17.0970
SNKTY.1	11.6860
ILXRQ	72.8060
ILXRQ	71.1170
TDRLF	10.5940
TDRLF	6.5500
TDRLF	6.2170
TDRLF	5.4150
TDRLF	1.8700
TDRLF	1.6970
BORL	252.9820
HLF	1121.3180
HLF	1146.0500
HLF	1232.2200
HLF	1446.2090
HLF	1724.1430
HLF	2473.7010
FRC	19693.9110
FRC	19693.9110
FRC	19940.5500
FRC	19940.5500
FRC	22377.6330
FRC	22377.6330
FRC	27791.8010
FRC	27791.8010
FRC	34387.6770
FRC	34387.6770
FRC	42112.7630
FRC	42112.7630
APH	2994.1590
APH	3219.1840
APH	4015.8570
APH	4445.2250
APH	5215.4630
APH	6168.0280
MTSI.2	31.9260
