tic	at
FUL	1081.3280
FUL	1100.4450
FUL	1153.4570
FUL	1227.7090
FUL	1786.3200
FUL	1873.0280
GK	1053.1740
GK	851.1680
GK	813.8680
GK	865.9200
GK	873.7310
GK	897.2860
GATX	5191.5000
GATX	5206.4000
GATX	5442.4000
GATX	5857.5000
GATX	6055.4000
GATX	6549.6000
AJG	3271.3000
AJG	3250.3000
AJG	3596.0000
AJG	4483.5000
AJG	5352.3000
AJG	6860.5000
TGNA	7796.8140
TGNA	7148.4320
TGNA	6816.8440
TGNA	6616.4500
TGNA	6379.8860
TGNA	9240.7060
GPS	7564.0000
GPS	7985.0000
GPS	7065.0000
GPS	7422.0000
GPS	7470.0000
GPS	7849.0000
AJRD	1005.7000
AJRD	935.7000
AJRD	991.5000
AJRD	939.5000
AJRD	919.3000
AJRD	1755.3000
GNDIF	37.0990
GNDIF	41.3510
GNDIF	48.2700
GNDIF	85.0310
GNDIF	74.9960
GNDIF	76.4150
DNA	21787.0000
GAM
GAM
GAM
GAM
GAM
GAM
GNRD	8.4220
GNRD	6.4100
MCLN	3.3410
MCLN	1.7800
MCLN	1.3840
MCLN	0.6560
GD	28373.0000
GD	31077.0000
GD	32545.0000
GD	34883.0000
GD	34309.0000
GD	35448.0000
GE	797769.0000
GE	781818.0000
GE	751216.0000
GE	717242.0000
GE	685328.0000
GE	656560.0000
GE1	637410.0000
GE1	637410.0000
GE1	623097.0000
GE1	623097.0000
GE1	581136.0000
GE1	581136.0000
GE1	553662.0000
GE1	553662.0000
GE1	539223.0000
GE1	539223.0000
GE1	516829.0000
GE1	516829.0000
JOB	7.0020
JOB	4.6670
JOB	3.3940
JOB	11.4960
JOB	11.1990
JOB	11.2320
GIS	17874.8000
GIS	17678.9000
GIS	18674.5000
GIS	21096.8000
GIS	22658.0000
GIS	23145.7000
ALLY	189476.0000
ALLY	172306.0000
ALLY	172008.0000
ALLY	184059.0000
ALLY	182347.0000
ALLY	182347.0000
ALLY	151167.0000
ALLY	151167.0000
GM	91047.0000
GM	136295.0000
GM	138898.0000
GM	144603.0000
GM	149422.0000
GM	166344.0000
SPXC	6121.6000
SPXC	5724.4000
SPXC	5993.3000
SPXC	7391.8000
SPXC	7130.1000
SPXC	6856.2000
GCO	818.0270
GCO	863.6520
GCO	961.0820
GCO	1237.2650
GCO	1333.7890
GCO	1439.2840
GNTX	763.1030
GNTX	822.6030
GNTX	1002.6910
GNTX	1176.0270
GNTX	1265.6910
GNTX	1764.0880
GPC	4786.3500
GPC	5004.6890
GPC	5465.0440
GPC	5879.5910
GPC	6807.0610
GPC	7680.2970
SO2	22315.6680
SO2	24294.5660
SO2	25914.0000
SO2	27151.0000
SO2	28803.0000
SO2	28907.0000
GRB	359.2170
GRB	351.8770
GRB	332.7640
GTY	387.8130
GTY	387.8130
GTY	432.8720
GTY	432.8720
GTY	427.1440
GTY	427.1440
GTY	635.0890
GTY	635.0890
GTY	640.5810
GTY	640.5810
GTY	682.4020
GTY	682.4020
GIGA	10.7890
GIGA	13.9190
GIGA	26.6480
GIGA	9.2900
GIGA	9.3600
GIGA	7.5930
GLT	1057.3090
GLT	1190.2940
GLT	1341.7470
GLT	1136.9250
GLT	1242.9850
GLT	1678.4100
GSK	57588.6270
GSK	69294.9950
GSK	65000.4160
GSK	63825.9960
GSK	67446.6450
GSK	69753.3360
WSRA	20.5280
WSRA	20.8720
WSRA	21.3320
WSRA	13.0520
GDRZF	287.6150
GDRZF	119.9150
GDRZF	98.4300
GDRZF	78.3400
GDRZF	28.4370
GDRZF	22.7570
GLDC	36.4050
GLDC	42.7430
GLDC	48.1210
GLDC	48.7540
GLDC	47.7560
GLDC	47.4800
WTMK	0.0050
WTMK	0.0050
WTMK	0.0450
WTMK	0.0050
GV	25.4990
GV	21.6620
GV	20.9590
GV	26.6110
GV	57.1190
GV	77.5790
GR	7482.9000
GR	8741.4000
GR	9271.6000
GR	10713.7000
GT	15226.0000
GT	14410.0000
GT	15630.0000
GT	17629.0000
GT	16973.0000
GT	17527.0000
GRC	231.5380
GRC	249.4240
GRC	286.7070
GRC	298.7000
GRC	335.1830
GRC	355.6380
KYTH
KYTH
KYTH	45.5090
KYTH	45.0790
KYTH	96.2220
KYTH	173.4070
6283B
6283B	33.4290
6283B	35.2090
6283B	109.8830
GRA	3875.5000
GRA	3968.2000
GRA	4271.7000
GRA	4496.7000
GRA	5090.2000
GRA	5396.1000
GGG	579.8500
GGG	476.4340
GGG	530.4740
GGG	874.3090
GGG	1321.7340
GGG	1327.2280
GHM	86.9240
GHM	108.9790
GHM	118.0500
GHM	114.9770
GHM	126.7330
GHM	141.6340
GWW	3515.4170
GWW	3726.3320
GWW	3904.3770
GWW	4716.0620
GWW	5014.5980
GWW	5266.3280
GTN	1278.2650
GTN	1245.7390
GTN	1242.2930
GTN	1233.9800
GTN	1249.7880
GTN	1334.4240
1737B	1556.1990
1737B	1431.9530
1737B	1519.4380
1737B	1704.7390
1737B	1685.9370
1737B	1794.2430
6284B	37.4730
6284B	311.2920
6284B	2445.6770
HEN.UN	26.2120
HEN.UN	23.0920
JFTSF	142.4940
JFTSF	216.6970
GAPTQ	3545.7110
GAPTQ	2827.2170
GAPTQ	2644.8490
GNI	19.9430
GNI	16.6980
GNI	17.3830
GNI	20.9150
GNI	19.1190
GNI	15.0610
PXFG	33.1490
PXFG	14.7020
PXFG	10.7400
PXFG	10.9980
PXFG	10.5950
PXFG	11.9780
ALSE	0.8450
ALSE	0.7910
ALSE	0.4610
ALSE	0.1710
ALSE	0.9660
ALSE	0.3850
GEF	2745.8980
GEF	2812.5100
GEF	3498.4450
GEF	4207.2820
GEF	3856.9000
GEF	3882.2000
MGI	6642.2960
MGI	6642.2960
MGI	5929.6630
MGI	5929.6630
MGI	5115.7360
MGI	5115.7360
MGI	5175.5780
MGI	5175.5780
MGI	5150.6000
MGI	5150.6000
MGI	4786.9000
MGI	4786.9000
GRBEQ	520.2770
GRBEQ	520.2770
GRBEQ	357.3240
GRBEQ	357.3240
GRBEQ	286.9460
GRBEQ	286.9460
GLF	1556.9670
GLF	1565.6590
GLF	1464.4500
GLF	1499.7990
GLF	1745.6740
GLF	1773.2920
SO3	2879.0250
SO3	3293.6070
SO3	3584.9390
SO3	3871.8810
SO3	4177.4020
SO3	4337.5710
ETR7	6056.9610
ETR7	5636.1820
ETR7	5763.3960
ETR7	5839.0530
ETR7	5803.1190
ETR7	5942.5880
GYRO	30.1900
GYRO	36.1050
GYRO	39.7680
GYRO	39.7680
GYRO	47.8070
GYRO	47.8070
GYRO	134.5190
GYRO	134.5190
GYRO	50.9820
GYRO	50.9820
HEIIQ	17.2900
HEIIQ	13.6210
HEIIQ	16.2450
HEIIQ	16.8680
HEIIQ	18.0450
HEIIQ	15.2550
HMG	40.8230
HMG	39.3770
HMG	35.9280
HMG	31.5960
HMG	30.4720
HMG	30.3790
HALX	14.4310
HAL	14385.0000
HAL	16538.0000
HAL	18297.0000
HAL	23677.0000
HAL	27410.0000
HAL	29223.0000
HWG	69.3950
HWG	88.4400
HWG	85.2770
HWG	88.9050
HWG	70.9700
HWG	62.1280
JHS
JHS
JHS
JHS
JHS
JHS
HDLM	42.4860
HDLM	38.4580
HDLM	26.1580
HDLM	11.6060
HKNI	68.7730
HKNI	68.2150
HKNI	79.1190
HKNI	78.1980
HKNI	73.9770
HKNI	66.9600
AXRX	0.7090
AXRX	0.7980
AXRX	1.3420
AXRX	1.5990
AXRX	2.4070
NRMH	1.5110
NRMH	2.0620
HRS	4558.6000
HRS	4465.1000
HRS	4734.7000
HRS	6172.8000
HRS	5592.8000
HRS	4858.4000
HSC	3562.9700
HSC	3639.2400
HSC	3469.2200
HSC	3338.8770
HSC	2975.9690
HSC	2441.7480
HAS	3168.7970
HAS	3896.8920
HAS	4093.2260
HAS	4130.7740
HAS	4325.3870
HAS	4402.2670
AMOT	52.7800
AMOT	34.7530
AMOT	51.0060
AMOT	58.6870
AMOT	60.9670
AMOT	170.9770
HVT	363.3930
HVT	360.9330
HVT	370.2390
HVT	385.1000
HVT	402.0960
HVT	417.8550
HE1	3544.3930
HE1	3656.8480
HE1	3950.3160
HE1	4315.7390
HE1	4703.2730
HE1	4654.2350
HE	8983.3660
HE	8603.4580
HE	8749.9800
HE	9236.5280
HE	9743.6120
HE	9907.1500
HWKN	136.2900
HWKN	160.2930
HWKN	185.0050
HWKN	204.0810
HWKN	222.1480
HWKN	237.1930
HCSG	248.5610
HCSG	265.8920
HCSG	277.9340
HCSG	289.6950
HCSG	331.1830
HCSG	425.3420
HCN	6193.1180
HCN	6193.1180
HCN	6367.1860
HCN	6367.1860
HCN	9451.7340
HCN	9451.7340
HCN	14924.6060
HCN	14924.6060
HCN	19549.1090
HCN	19549.1090
HCN	23083.9570
HCN	23083.9570
STRL	289.6150
STRL	385.7410
STRL	367.1310
STRL	303.8310
STRL	331.5100
STRL	273.0180
HL	988.7910
HL	1046.7840
HL	1382.4930
HL	1396.0900
HL	1378.2900
HL	2232.1190
HEI	676.5420
HEI	732.9100
HEI	781.6430
HEI	941.0690
HEI	1192.8460
HEI	1533.0150
KHC	9664.1840
KHC	10075.7110
KHC	12230.6450
KHC	11983.2930
KHC	12939.0070
KHC	38972.3480
HELE	821.3070
HELE	834.7330
HELE	1240.5240
HELE	1435.7230
HELE	1474.0040
HELE	1533.3020
HP	3588.0450
HP	4161.0240
HP	4265.3700
HP	5003.8910
HP	5721.0850
HP	6264.8270
HMENF	1.1570
HMENF	2.0740
HMENF	3.2440
HMENF	18.9140
HMENF	25.3750
HMENF	29.0750
HRLY	259.4180
HRLY	228.2850
HRLY	226.6140
HSY	3634.7190
HSY	3675.0310
HSY	4272.7320
HSY	4412.1990
HSY	4754.8390
HSY	5357.4880
HTZ	16451.3670
HTZ	16002.4190
HTZ	17332.2210
HTZ	17673.5270
HTZ	23286.0380
HTZ	24588.4000
HPQ	113331.0000
HPQ	114799.0000
HPQ	124503.0000
HPQ	129517.0000
HPQ	108768.0000
HPQ	105676.0000
HXL	1210.3000
HXL	1246.6000
HXL	1258.1000
HXL	1376.1000
HXL	1603.1000
HXL	1836.1000
HICKA	8.5110
HICKA	4.7180
HICKA	3.8090
HICKA	3.4410
HICKA	3.2060
HICKA	3.5050
HRC	1689.9000
HRC	1232.6000
HRC	1245.6000
HRC	1299.1000
HRC	1627.6000
HRC	1586.8000
HLT
HLT
HLT
HLT	27312.0000
HLT	27066.0000
HLT	26562.0000
HTHIY	94843.2580
HTHIY	95843.2760
HTHIY	110991.1670
HTHIY	114288.6300
HTHIY	104176.1890
HTHIY	106980.9570
HFC	1874.2250
HFC	3145.9390
HFC	3701.4750
HFC	10314.6210
HFC	10328.9970
HFC	10056.7390
PNK	1919.2240
PNK	1843.8560
PNK	1883.7940
PNK	1950.6190
PNK	2108.9940
PNK	5159.4260
HD	41164.0000
HD	40877.0000
HD	40125.0000
HD	40518.0000
HD	41084.0000
HD	40518.0000
HOFD	190.3970
HOFD	185.7040
HOFD	184.5100
HOFD	188.7530
HOFD	189.4090
HOFD	204.4020
HNI	1165.6290
HNI	994.3260
HNI	997.8800
HNI	1054.2580
HNI	1079.6310
HNI	1134.7050
HMC	119202.3900
HMC	124508.7260
HMC	139812.3970
HMC	142953.0280
HMC	144810.5030
HMC	151699.6600
HH	59.2690
HH	56.7020
HH	57.4790
HH	53.2810
HH	36.4180
HH	21.6460
HRL	3616.4710
HRL	3692.0550
HRL	4053.9180
HRL	4244.3910
HRL	4563.9660
HRL	4915.8800
HOT	9703.0000
HOT	8761.0000
HOT	9776.0000
HOT	9560.0000
HOT	8861.0000
HOT	8762.0000
HBC1	130785.0000
HBC1	130785.0000
HBC1	94553.0000
HBC1	94553.0000
HBC1	76532.0000
HBC1	76532.0000
HBC1	63469.0000
HBC1	63469.0000
HBC1	46778.0000
HBC1	46778.0000
HBC1	37872.0000
HBC1	37872.0000
CNP	19676.0000
CNP	19773.0000
CNP	20111.0000
CNP	21703.0000
CNP	22871.0000
CNP	21870.0000
HOV	3637.3220
HOV	2024.5770
HOV	1817.5600
HOV	1602.1800
HOV	1684.2500
HOV	1759.1300
UBA	506.1170
UBA	506.1170
UBA	504.5390
UBA	504.5390
UBA	557.0530
UBA	557.0530
UBA	576.2640
UBA	576.2640
UBA	724.2430
UBA	724.2430
UBA	650.0260
UBA	650.0260
HUBB	2115.5000
HUBB	2464.5000
HUBB	2705.8000
HUBB	2846.5000
HUBB	2947.0000
HUBB	3187.2000
HBAYF
HBAYF
HBAYF
HBAYF	3993.5000
HBAYF	3252.6000
HBAYF	7927.0000
JBHT	1793.4530
JBHT	1856.9140
JBHT	1961.6600
JBHT	2267.3320
JBHT	2464.6410
JBHT	2819.4040
HBAN	54352.8590
HBAN	54352.8590
HBAN	51554.6650
HBAN	51554.6650
HBAN	53819.6420
HBAN	53819.6420
HBAN	54450.6520
HBAN	54450.6520
HBAN	56153.1850
HBAN	56153.1850
HBAN	59476.3440
HBAN	59476.3440
HURC	177.4440
HURC	144.7430
HURC	160.3460
HURC	186.5450
HURC	195.3120
HURC	211.2350
HTCH	881.2870
HTCH	635.4870
HTCH	479.7120
HTCH	401.0050
HTCH	336.2880
HTCH	306.6750
HBP	146.0000
HBP	136.2000
HBP	126.1000
HBP	125.0000
HBP	137.5000
HBP	151.0000
4300A	54553.9220
4300A	65938.2470
4300A	65838.7450
4300A	68486.4280
4300A	70814.4210
4300A	68731.7850
HYDI	7.1780
HYDI	8.3300
HYDI	7.5350
HYDI	6.9980
HYDI	6.5260
PAS	5054.1000
PAS	5092.7000
ICOC	221.0960
ICOC	192.2730
IEC	33.5200
IEC	34.4690
IEC	55.6820
IEC	85.8200
IEC	87.8980
IEC	88.9350
LPHIQ	52.3780
LPHIQ	72.7270
LPHIQ	65.7950
LPHIQ	45.7670
LPHIQ	36.0820
LPHIQ	29.4710
CYPB	174.5930
CYPB	176.0650
BFCF	6395.5820
BFCF	6395.5820
BFCF	6047.0370
BFCF	6047.0370
BFCF	5813.0660
BFCF	5813.0660
BFCF	4778.1550
BFCF	4778.1550
BFCF	1547.1880
BFCF	1547.1880
BFCF	1441.3650
BFCF	1441.3650
ITT	10480.2000
ITT	11129.1000
ITT	12438.0000
ITT	3671.0000
ITT	3386.1000
ITT	3740.2000
RYN	2090.5310
RYN	2090.5310
RYN	2252.9310
RYN	2252.9310
RYN	2363.6530
RYN	2363.6530
RYN	2569.3480
RYN	2569.3480
RYN	3122.9510
RYN	3122.9510
RYN	3685.5010
RYN	3685.5010
IDA	4022.8450
IDA	4238.7270
IDA	4676.0550
IDA	4960.6090
IDA	5319.5160
IDA	5364.5630
ITW	15213.0830
ITW	16081.9840
ITW	16250.2730
ITW	17983.5140
ITW	19309.0000
ITW	19966.0000
TLGT	4.4200
TLGT	6.4560
TLGT	11.3510
TLGT	9.6360
TLGT	9.4270
TLGT	15.4270
IPII	17.0990
IPII	8.1100
IPII	6.1170
IPII	4.2300
IMMU	34.7310
IMMU	53.2810
IMMU	46.1220
IMMU	34.3250
IMMU	38.6350
IMMU	47.9270
IMO	17035.0000
IMO	17473.0000
IMO	20580.0000
IMO	25429.0000
IMO	29364.0000
IMO	37218.0000
AEP2	6243.9250
AEP2	6978.9880
AEP2	7148.8950
AEP2	7392.5560
AEP2	7831.5390
AEP2	8253.7340
VVC	4632.9000
VVC	4671.8000
VVC	4764.2000
VVC	4878.9000
VVC	5089.1000
VVC	5102.6000
IEHC	5.4820
IEHC	5.9680
IEHC	7.4800
IEHC	8.5760
IEHC	9.2210
IEHC	11.0040
IR	20924.5000
IR	19991.0000
IR	19990.9000
IR	18754.2000
IR	18492.9000
IR	17658.1000
RYI	2272.5000
RYI	1787.6000
RYI	2053.5000
RYI	2058.4000
RYI	1954.1000
RYI	1951.8000
WGEI	0.0030
WGEI	0.0150
WGEI	0.2940
WGEI	0.0270
INVX	69.1570
INVX	34.7120
AEGN	549.3060
AEGN	862.7790
AEGN	921.7870
AEGN	1124.9640
AEGN	1217.8940
AEGN	1362.9180
TRA	2113.0170
TRA	1599.7430
GFF	1171.5660
GFF	1145.4070
GFF	1749.5160
GFF	1865.2540
GFF	1806.1920
GFF	1788.7790
INTE.
IDTI	678.3670
IDTI	750.9450
IDTI	727.4600
IDTI	717.6340
IDTI	728.5790
IDTI	830.9600
INTC	50715.0000
INTC	53095.0000
INTC	63186.0000
INTC	71119.0000
INTC	84351.0000
INTC	92358.0000
INS	8.7060
INS	10.0340
INS	10.0910
INS	10.1050
INS	9.9360
INS	10.6270
INRD	15.7320
INRD	12.6110
INRD	12.6220
INRD	11.8380
INRD	11.4250
INRD	9.8480
ICB
ICB
ICB
ICB
ICB
ICB
FBNIQ	999.5180
FBNIQ	758.1050
FBNIQ	676.4130
FBNIQ	614.4960
FBNIQ	618.4410
ITDN	0.2650
ITDN	0.2670
ITDN	0.2540
ITDN	0.2460
ITDN	0.2400
ITDN	0.2240
TILE	706.0350
TILE	727.2390
TILE	755.4330
TILE	772.2720
TILE	789.3670
TILE	818.1400
PSWS	0.3150
PSWS	0.5300
PSWS	1.0230
PSWS	0.9020
PSWS	0.5760
PSWS	0.2720
IBM	109524.0000
IBM	109022.0000
IBM	113452.0000
IBM	116433.0000
IBM	119213.0000
IBM	126223.0000
IFF	2749.9130
IFF	2644.7740
IFF	2872.4550
IFF	2965.5810
IFF	3249.6000
IFF	3331.7310
NAV	10390.0000
NAV	10027.0000
NAV	9730.0000
NAV	12291.0000
NAV	9102.0000
NAV	8315.0000
NAV1	4125.0000
NAV1	3603.4000
AIG1	47315.5140
AIG1	45967.0420
AIG1	43318.8460
AIG1	39161.2440
AIG1	39810.3570
AIG1	36309.1170
IGT.1	4557.4000
IGT.1	4388.2000
IGT.1	4007.0000
IGT.1	4154.4000
IGT.1	4285.1000
IGT.1	4612.8000
IDCC	405.7680
IDCC	905.7850
IDCC	874.6430
IDCC	996.9680
IDCC	1056.6090
IDCC	1113.1830
IP	26913.0000
IP	25548.0000
IP	25368.0000
IP	26993.0000
IP	32153.0000
IP	31528.0000
IRF	1874.9120
IRF	1401.3070
IRF	1440.9170
IRF	1670.9840
IRF	1531.8230
IRF	1453.2120
IRIS	90.6380
IRIS	97.7900
IRIS	106.6090
IRIS	111.9150
ISHC	434.1110
ISHC	496.6500
ISHC	544.1230
ISHC	665.5790
ISHC	637.6930
ISHC	656.3750
ISCA	2180.8190
ISCA	1908.9030
ISCA	1878.7490
ISCA	1944.6390
ISCA	1941.7410
ISCA	2017.5060
ITSI	7.4650
ITSI	7.1560
ITSI	5.7930
ITSI	7.9820
ITSI	16.8340
ITSI	13.4350
INPHQ	31.2480
INPHQ	28.6470
INPHQ	19.3140
INPHQ	17.8180
INPHQ	15.1780
INPHQ	14.4090
ENB	24701.4000
ENB	28169.0000
ENB	30120.0000
ENB	34343.0000
ENB	47172.0000
ENB	57568.0000
IPG	12125.2000
IPG	12263.1000
IPG	13070.8000
IPG	12876.6000
IPG	13493.9000
IPG	12905.0000
IVC	1314.4730
IVC	1359.5010
IVC	1280.4000
IVC	1281.0540
IVC	1262.2940
IVC	1096.4340
MLKNA	1.2530
MLKNA	0.5040
MLKNA	10.5650
AES4	3102.4110
AES4	3035.3450
AES4	3137.9800
AES4	3271.6520
AES4	3285.3470
AES4	3274.0650
ISCIQ	22.8840
ISCIQ	5.8520
ISCIQ	6.3250
ISCIQ	10.5850
ISCIQ	6.1410
ISCIQ	4.9650
ISRL	203.3710
ISRL	176.3180
ISRL	171.8780
ISRL	151.9070
ISRL	153.9580
ISRL	157.9130
AXE	3091.7000
AXE	2671.7000
AXE	2933.3000
AXE	3034.0000
AXE	3089.6000
AXE	2860.8000
EPHC	54.3490
EPHC	54.3490
EPHC	55.0070
EPHC	55.0070
EPHC	62.7030
EPHC	62.7030
EPHC	70.8610
EPHC	70.8610
EPHC	77.6660
EPHC	77.6660
JCLY	47.6120
JCLY	53.9080
JCLY	65.7590
JCLY	50.2160
JACO	89.1240
JEC	4278.2380
JEC	4428.6140
JEC	4683.9170
JEC	6049.4280
JEC	6839.4330
JEC	7274.1440
EME	3008.4040
EME	2981.8940
EME	2755.5420
EME	3014.0760
EME	3107.0700
EME	3465.9150
MFCB	765.6580
MFCB	788.9030
MFCB	854.2560
MFCB	858.9570
MFCB	1381.4890
MFCB	1318.5980
LUK2	19978.6850
LUK2	19978.6850
LUK2	28189.2710
LUK2	28189.2710
LUK2	36726.5430
LUK2	36726.5430
LUK2	34971.4220
LUK2	34971.4220
LUK2	36293.5410
LUK2	36293.5410
LUK2	40176.9960
LUK2	40176.9960
SSCC	4594.0000
SSCC	5077.0000
SSCC	6459.0000
GPU3	6652.3280
GPU3	6481.4570
GPU3	6316.8800
GPU3	6325.0000
GPU3	7138.0000
GPU3	7133.0000
NWBA	1.8590
NWBA	1.3160
NWBA	0.8310
JNJ	84912.0000
JNJ	94682.0000
JNJ	102908.0000
JNJ	113644.0000
JNJ	121347.0000
JNJ	132683.0000
JCI	24987.0000
JCI	24088.0000
JCI	25743.0000
JCI	29676.0000
JCI	30884.0000
JCI	31518.0000
CDGD	2.0360
CDGD	0.8650
CDGD	0.0260
CDGD	0.0310
KLAC	4848.3900
KLAC	3609.5380
KLAC	3907.0560
KLAC	4675.5210
KLAC	5100.3080
KLAC	5287.3570
SHLD	25342.0000
SHLD	24808.0000
SHLD	24268.0000
SHLD	21381.0000
SHLD	19340.0000
SHLD	18261.0000
ANTP	8.2670
ANTP	8.6120
ANTP
ANTP	7.5340
ANTP	6.8980
KMI	25444.9000
KMI	27586.3000
KMI	28908.1000
KMI	30717.0000
KMI	68185.0000
KMI	75185.0000
PNRG	267.8300
PNRG	217.5180
PNRG	208.1600
PNRG	184.8120
PNRG	228.0860
PNRG	242.9220
KTII	199.4440
KTII	204.2360
KVPHQ	657.3310
KVPHQ	358.5570
KVPHQ	564.7000
KVPHQ	253.4000
KAMN	762.6130
KAMN	773.0670
KAMN	895.7570
KAMN	996.3980
KAMN	1096.9930
KAMN	1140.6310
FRM	173.2780
FRM	174.9890
FRM	182.1010
FRM	207.2320
FRM	231.6280
FRM	285.1670
KCLI	3967.0910
KCLI	3967.0910
KCLI	4176.1850
KCLI	4176.1850
KCLI	4333.2820
KCLI	4333.2820
KCLI	4398.2420
KCLI	4398.2420
KCLI	4525.7450
KCLI	4525.7450
KCLI	4514.6660
KCLI	4514.6660
GXP	7869.3000
GXP	8482.8000
GXP	8818.2000
GXP	9118.0000
GXP	9647.3000
GXP	9795.4000
KSU	5442.7000
KSU	5479.1000
KSU	5640.9000
KSU	6173.0000
KSU	6395.9000
KSU	7435.4000
WR	7443.2590
WR	7525.4830
WR	8079.6380
WR	8682.8510
WR	9265.2310
WR	9597.1110
APO3	804.6870
APO3	823.5430
APO3	1480.0600
APO3	1480.1380
KATY	77.2950
KATY	66.4400
KATY	62.8940
KATY	57.8130
KATY	35.9920
KATY	26.9920
KDN	789.7820
KDN	787.9440
KDN	801.3320
KDN	791.6970
KDN	615.1620
KEI	137.9780
KEI	73.1020
KEI	104.6560
K	10946.0000
K	11200.0000
K	11847.0000
K	11901.0000
K	15184.0000
K	15474.0000
KELYA	1457.2550
KELYA	1301.7000
KELYA	1368.4000
KELYA	1541.7000
KELYA	1635.7000
KELYA	1798.6000
KENS	0.8860
KENS	4.3530
KENS	0.8940
KMT	2784.3490
KMT	2346.9740
KMT	2267.8230
KMT	2754.4690
KMT	3034.1880
KMT	3301.0390
IHRC	410.2010
IHRC	418.5790
IHRC	430.5890
IHRC	551.8450
IHRC	576.0060
IHRC	563.6090
AEP4	1467.9610
AEP4	1527.9190
AEP4	1572.0840
AEP4	1593.9840
AEP4	1615.5780
AEP4	2349.4570
KEQU	52.5290
KEQU	56.6210
KEQU	63.0580
KEQU	64.1360
KEQU	68.7420
KEQU	62.7170
KTCC	98.3440
KTCC	77.7550
KTCC	101.6420
KTCC	116.5390
KTCC	150.9120
KTCC	135.1300
KYC.
KYCN	249.7330
KYCN	265.0840
KYCN	357.2170
KYCN	327.9470
KYCN	360.8290
KBAL	722.6670
KBAL	642.2690
KBAL	636.7510
KBAL	626.3120
KBAL	595.5160
KBAL	644.5190
KMB	18089.0000
KMB	19209.0000
KMB	19864.0000
KMB	19373.0000
KMB	19873.0000
KMB	18919.0000
NGAC	54.7720
NGAC	72.9430
KREN	0.6010
KREN	0.1060
KEX	1526.0980
KEX	1635.9630
KEX	1794.9370
KEX	2960.4110
KEX	3653.1280
KEX	3682.5170
KMTUY	19889.4850
KMTUY	21065.1080
KMTUY	25893.2170
KMTUY	28158.3420
KMTUY	26740.1980
KMTUY	25748.2620
KOSS	29.9770
KOSS	29.6260
KOSS	25.7500
KOSS	27.4050
KOSS	28.7490
KOSS	35.2270
KRSL	20.3240
KRSL	18.2310
KRSL	18.3160
KRSL	19.7890
KRSL	15.2260
KRSL	16.9020
KR	23211.0000
KR	23093.0000
KR	23505.0000
KR	23476.0000
KR	24652.0000
KR	29281.0000
KUBTY	14141.0610
KUBTY	15086.0060
KUBTY	16395.0220
KUBTY	18052.0450
KUBTY	18518.1610
KUBTY	20437.5320
KLIC	497.1370
KLIC	413.0760
KLIC	580.1690
KLIC	728.3910
KLIC	815.6090
KLIC	862.9940
KYO	17917.1920
KYO	19793.5440
KYO	23520.6140
KYO	24197.3430
KYO	24244.4030
KYO	25604.0400
LRTR	0.0000
LRTR	0.0040
LRTR	0.5640
LYTS	184.2140
LYTS	153.1180
LYTS	173.8450
LYTS	176.0210
LYTS	175.2260
LYTS	169.1790
LXU	335.7670
LXU	338.6330
LXU	387.9810
LXU	502.0090
LXU	576.6120
LXU	1083.0970
LSI	3344.1940
LSI	2967.9300
LSI	2424.9120
LSI	2232.0480
LSI	2356.1650
LSI	2361.7050
XCRA	169.7270
XCRA	275.1690
XCRA	248.2110
XCRA	302.1150
XCRA	267.0680
XCRA	247.6010
LB.1	160.4720
LB.1	190.8350
LB.1	204.5220
LZB	552.5450
LZB	608.8180
LZB	593.4550
LZB	685.7390
LZB	720.3710
LZB	771.2950
SR	1772.6550
SR	1762.0180
SR	1840.1960
SR	1783.0820
SR	1880.2620
SR	3125.3860
LRCX	2806.7550
LRCX	1951.8710
LRCX	2487.3920
LRCX	4057.3940
LRCX	8004.6520
LRCX	7250.3150
LANC	520.1780
LANC	498.4810
LANC	586.4530
LANC	622.0890
LANC	682.6350
LANC	619.9640
LNCE	466.1460
LNCE	536.2910
LNCE	1462.3560
LNCE	1466.7900
LNCE	1746.7320
LNCE	1764.5940
PCGR	54.1650
PCGR	44.2820
PCGR	42.2590
PHMD.1	46.7140
PHMD.1	53.1680
PHMD.1	49.4960
LMTI	16.0320
AXSI	0.4210
AXSI	0.4070
LAWS	270.9960
LAWS	241.6470
LAWS	236.3840
LAWS	222.7480
LAWS	172.9310
LAWS	159.9450
LEE	2016.3670
LEE	1515.6120
LEE	1440.1160
LEE	1158.2480
LEE	1061.1360
LEE	827.7050
LEG	3161.9000
LEG	3061.2000
LEG	3001.0000
LEG	2915.1000
LEG	3254.9000
LEG	3108.1000
LM	9321.3540
LM	9321.3540
LM	8613.7110
LM	8613.7110
LM	8707.7560
LM	8707.7560
LM	8555.7470
LM	8555.7470
LM	7269.6600
LM	7269.6600
LM	7111.3490
LM	7111.3490
FOUR	100.5740
FOUR	56.6530
FOUR	29.0700
FOUR	15.9440
FOUR	11.5400
FOUR	3.5680
LEN	7424.8980
LEN	7314.7910
LEN	8787.8510
LEN	9154.6710
LEN	10362.2060
LEN	11273.2470
LEFUF	513.4080
LEFUF	529.1560
LEFUF	566.6740
LEFUF	595.3390
LEFUF	585.5920
LEFUF	1682.1740
LCAR	0.2260
LCAR	0.2270
LCAR	0.1580
LCAR	0.2020
LCAR	0.2600
LCAR	0.1260
LUK	5198.4930
